cons	name	RA	Dec	vis. meg	abs. meg	Dist.(ly)	Sp. class
26	HD 175855	18 59 10.97	-39 32 04.7	6.49	0.62	486	B9.5V
26	HD 174152	18 50 58.65	-41 03 45.6	6.5	-2.18	1772	B5III
26	V693 CrA	18 41 57.8	-37 31 14	6.5	9999	9999	9999
26	V394 CrA	18 00 25.97	-39 00 35.1	7.5	9999	9999	9999
26	HD 166473	18 12 25.83	-37 45 09.2	7.92	9999	9999	A5p
26	HD 166724	18 14 00	-42 34 31	9.31	9999	138	K0IV
26	TY CrA	19 01 40.83	-36 52 33.9	9.39	9999	9999	B8e
26	V CrA	18 47 32.31	-38 09 32.3	9.4	9999	9999	R...
26	S CrA	19 01 08.60	-36 57 20.0	10.49	9999	9999	G0Ve+K0Ve
26	R CrA	19 01 53.65	-36 57 07.6	11.5	9999	79.64	A5IIev
26	T CrA	19 01 58.78	-36 57 49.9	11.67	9999	9999	F0e
26	2A 1822-371	18 25 46.81	-37 06 18.6	15.1	9999	9999	9999
26	RX J1856.5-3754	18 56 35.11	-37 54 30.5	25.7	9999	400	9999
27	α CrB	15 34 41.19	26 42 53.7	2.22	0.42	75	A0V
27	β CrB	15 27 49.85	29 06 19.8	3.66	0.94	114	F0p
27	γ CrB	15 42 44.64	26 17 43.9	3.81	0.57	145	A1Vs
27	θ CrB	15 32 55.80	31 21 33.0	4.14	-0.76	311	B6Vnn
27	ε CrB	15 57 35.30	26 52 40.9	4.14	-0.1	230	K3III
27	δ CrB	15 49 35.70	26 04 06.8	4.59	1.06	165	G5III-IV
27	ζ2 CrB	15 39 22.68	36 38 09.0	4.64	-1.17	473	B7V+...
27	τ CrB	16 08 58.33	36 29 24.4	4.73	2.03	113	K0III-IV
27	κ CrB	15 51 13.94	35 39 29.6	4.79	2.32	101	K0III-IV
27	ξ CrB	16 22 05.89	30 53 30.2	4.86	1.11	184	K0III
27	ι CrB	16 01 26.59	29 51 03.9	4.98	-0.18	351	A0p...
27	η CrB A	15 23 12.23	30 17 17.7	4.99	3.64	61	G2V
27	μ CrB	15 35 14.90	39 00 36.2	5.14	-1.08	571	M2III
27	ν1 CrB	16 22 21.42	33 47 56.9	5.2	-0.96	555	M2III
27	ρ CrB	16 01 02.80	33 18 19.4	5.39	4.18	57	G2V
27	ν2 CrB	16 22 29.22	33 42 12.1	5.4	-0.72	545	K5III
27	λ CrB	15 55 47.57	37 56 48.3	5.43	2.34	135	F0IV
27	ο CrB	15 20 08.64	29 36 58.7	5.51	0.89	274	K0III
27	σ CrB A	16 14 41.04	33 51 31.8	5.56	3.78	71	F8V
27	π CrB	15 43 59.32	32 30 57.0	5.57	1.16	249	G9III:
27	HD 143435	15 58 57.70	36 38 37.3	5.61	-1.59	898	K5III
27	HD 145849	16 11 48.06	36 25 30.6	5.62	-0.74	610	K3III SB
27	HD 144208	16 03 19.36	36 37 54.6	5.79	-0.84	691	A2V+...
27	υ CrB	16 16 44.77	29 09 01.1	5.8	-1.22	825	A3V
27	R CrB	15 48 34.42	28 09 24.4	5.89	-5.45	6037	C0,0 (F8pe)
27	η CrB B	15 23 12.30	30 17 16.0	6.08	9999	9999	9999
27	HD 139761	15 38 48.86	34 40 30.3	6.12	0.37	460	K0
27	HD 146537	16 15 47.34	27 25 19.8	6.14	0.48	442	K2
27	HD 139284	15 35 49.19	38 22 26.2	6.3	-0.31	683	K2
27	HD 145802	16 11 39.60	33 20 33.8	6.3	0.31	515	K2III
27	HD 136403	15 19 30.07	32 30 53.6	6.33	1.67	278	A2m
27	HD 138525	15 31 22.31	36 37 00.0	6.39	2.19	225	F6III
27	HD 145957	16 12 06.55	39 03 20.1	6.39	-0.73	867	K0
27	HD 141456	15 48 01.79	31 44 08.6	6.41	-0.6	823	K5
27	23 Her	16 22 56.48	32 19 58.9	6.41	0.42	515	A4Vn
27	HD 138341	15 30 22.78	31 17 09.5	6.45	0.7	460	A4IV
27	HD 139389	15 36 53.37	29 59 28.8	6.46	3.68	117	F5V:
27	HD 145976	16 12 45.43	26 40 14.4	6.48	2.16	238	F3V
27	HD 145457	16 10 03.91	26 44 33.9	6.57	1.06	411	K0III
27	σ CrB B	16 14 40.80	33 51 30.0	6.66	9999	9999	9999
27	S CrB	15 21 23.80	31 22 02.0	7.15	9999	1762	M6.5-8e
27	RS CrB	15 58 30.76	36 01 19.7	7.44	9999	1070	M7
27	ADS 9731	15 38 12.91	38 16 48.6	7.8	9999	349	F5+F5
27	V CrB	15 49 31.31	39 34 17.91	7.83	9999	8800	C6,2e
27	U CrB	15 18 11.35	31 38 49.4	7.83	9999	811	B6V+F8III-IV
27	HD 140913	15 43 07.45	28 28 11.8	8.07	9999	143.1	G0V
27	RR CrB	15 41 26.23	38 33 26.6	8.2	9999	1110	M3
27	YY CrB	15 50 32.43	37 50 07.6	8.69	9999	301	F8V
27	RT CrB	15 38 03.03	29 29 13.9	10.22	9999	9999	G0
27	RW CrB	15 39 15.23	29 37 19.6	10.22	9999	679	A8Vv
27	TW CrB	16 06 50.70	27 16 34.6	10.49	9999	9999	F8
27	T CrB	15 59 30.16	25 55 12.6	10.6	9999	3500	M3III+p
27	BD +33 2642	15 51 59.89	32 56 54.3	10.73	9999	33000	B2IVp
27	XO-1	16 02 11.84	28 10 10.43	11.3	9999	652	9999
27	UW CrB	16 05 45.87	25 51 45.17	19.7	9999	9999	9999
28	γ Crv	12 15 48.47	-17 32 31.1	2.58	-0.94	165	B8III
28	β Crv	12 34 23.23	-23 23 47.8	2.65	-0.51	140	G5II
28	δ Crv	12 29 51.98	-16 30 54.3	2.94	0.79	88	B9.5V
28	ε Crv	12 10 07.53	-22 37 11.3	3.02	-1.82	303	K2III
28	α Crv	12 08 24.75	-24 43 43.6	4.02	3.17	48	F0IV/V
28	η Crv	12 32 04.48	-16 11 45.1	4.3	3	59	F2V
28	HD 107418	12 20 55.72	-13 33 56.7	5.15	1.24	201	K0III
28	VV Crv	12 41 16.02	-13 00 50.1	5.17	0.51	278	F3IV
28	ζ Crv	12 20 33.71	-22 12 57.0	5.2	-0.16	385	B8V
28	31 Crt	12 00 51.17	-19 39 32.4	5.28	-3.37	1753	B2IV
28	3 Crv	12 11 03.88	-23 36 08.5	5.45	1.7	183	A1V
28	HD 109272	12 33 34.27	-12 49 49.2	5.58	2.15	158	G8III/IV
28	HD 108821	12 30 17.46	-23 41 47.1	5.63	-1.57	898	M0III
28	6 Crv	12 23 21.60	-24 50 26.2	5.66	0.73	316	K1III
28	HD 109141	12 32 36.09	-13 51 32.3	5.74	2.9	120	F3IV/V
28	HD 106485	12 14 59.58	-20 50 39.2	5.82	0.65	353	K0IIICN...
28	HD 107295	12 20 10.83	-22 10 32.3	5.94	0.13	474	K0III+...
28	HD 109931	12 38 44.69	-18 15 00.6	6	2.03	203	F0V
28	HD 110385	12 41 49.51	-19 45 32.9	6.02	1.91	216	F2V
28	HD 106819	12 17 03.36	-16 41 37.5	6.05	-0.04	540	A2V
28	HD 112304	12 55 53.25	-15 19 37.3	6.18	-0.38	669	A0V
28	TU Crv	12 35 58.77	-20 31 38.5	6.2	1.77	251	F0III
28	HD 109238	12 33 22.27	-19 47 32.9	6.26	0.65	432	F0IV/V
28	HD 104307	12 00 42.23	-21 50 14.9	6.28	0.22	532	K2III
28	HD 108477	12 27 49.45	-16 37 54.7	6.3	-1.67	1278	G5II
28	HD 108799	12 30 04.93	-13 23 35.0	6.37	4.38	81	G1/G2V
28	HD 109132	12 32 32.89	-21 12 43.2	6.41	0.86	419	K0III
28	TT Crv	12 23 18.90	-11 48 43.5	6.48	-0.68	881	M3III
28	R Crv	12 19 37.87	-19 15 21.8	6.7	9999	9999	M4.5-9:3
28	HD 111031	12 46 30.85	-11 48 44.8	6.88	4.45	99	G5V
28	HD 103774	11 56 56.0	-12 06 28	7.12	9999	179	F5V
28	HD 104067	11 59 10.01	-20 21 13.6	7.93	6.34	68	K2V
28	HD 111980	12 53 15.05	-18 31 20.0	8.38	9999	310.5	F7V
28	RV Crv	12 37 40.71	-19 34 40.1	8.76	9999	656	F0V
28	SX Crv	12 40 15.04	-18 48 00.9	9.11	9999	298	F7V
28	W Crv	12 07 37.36	-13 08 59.0	11.28	9999	9999	G2Iab
29	δ Crt	11 19 20.52	-14 46 44.6	3.56	-0.32	195	K0III
29	γ Crt	11 24 52.98	-17 41 02.5	4.06	2.01	84	A9V
29	α Crt	10 59 46.75	-18 17 56.8	4.08	0.44	174	K1III
29	β Crt	11 11 39.49	-22 49 32.2	4.46	-0.1	266	A1V
29	θ Crt	11 36 40.95	-09 48 08.1	4.7	-0.15	305	B9.5Vn
29	ζ Crt	11 44 45.76	-18 21 02.2	4.71	-0.45	350	G8III
29	ε Crt	11 24 36.61	-10 51 33.8	4.81	-0.43	364	K5III
29	λ Crt	11 23 22.07	-18 46 47.6	5.08	1.87	143	F3IV
29	η Crt	11 56 00.98	-17 09 02.9	5.17	0.46	285	A0V
29	ι Crt	11 38 39.96	-13 12 08.1	5.48	3.32	88	F7V
29	HD 95808	11 03 14.93	-11 18 11.6	5.51	0.56	318	G7III...
29	HD 94481	10 54 17.78	-13 45 29.0	5.65	0.16	409	K0III + (G)
29	HD 99922	11 29 38.65	-24 27 50.6	5.77	0.31	403	A0V
29	HD 95314	11 00 11.70	-14 04 59.9	5.86	0.2	442	K5III
29	HD 95234	10 59 30.95	-16 21 13.3	5.88	-1.92	1185	M1III
29	κ Crt	11 27 09.58	-12 21 24.5	5.93	1.8	219	F4III-IV
29	HD 100343	11 32 47.54	-07 49 39.1	5.94	-0.29	575	K4III
29	HD 100418	11 33 14.81	-16 16 49.0	6.05	0.6	400	F8/G0Ib/II
29	HD 96220	11 05 33.98	-11 05 19.4	6.09	2.05	209	F0Vn
29	ψ Crt	11 12 30.38	-18 29 59.3	6.11	0.28	479	A0V
29	HD 98088	11 16 58.18	-07 08 04.9	6.11	0.56	421	A2p...
29	HD 102845	11 50 19.60	-15 51 49.3	6.13	-0.44	672	G8II/III
29	VX Crt	11 39 50.35	-16 37 12.8	6.17	-1.29	1012	M3II/III
29	HD 101369	11 39 51.14	-14 28 06.6	6.21	-0.1	597	A0V
29	HD 101695	11 42 03.53	-20 17 38.5	6.21	1.93	234	G8IV
29	HD 100219	11 31 47.63	-20 46 35.6	6.24	3.26	129	F7V
29	HD 102574	11 48 23.55	-10 18 46.2	6.24	3.09	139	F7V
29	HD 94386	10 53 32.86	-15 26 44.5	6.34	1.91	251	K2III
29	HD 95870	11 03 36.53	-13 26 05.7	6.34	0.21	549	G8III
29	HD 102990	11 51 22.04	-12 11 16.5	6.34	3.08	147	F1III-IV
29	HD 95441	11 00 57.34	-15 47 33.3	6.35	0.13	572	K0III
29	HD 97428	11 12 34.79	-21 44 57.7	6.39	-0.22	685	K3III
29	HD 101259	11 39 00.42	-24 43 13.8	6.4	2.34	211	G6/G8V
29	SY Crt	11 15 39.77	-12 35 33.3	6.58	9999	797	M3III
29	HD 98649	11 20 52	-23 13 02	8.03	9999	131	G4V
29	HD 96167	11 05 15.07	-10 17 28.68	8.08	3.46	273	G5
29	HD 98219	11 17 48	-23 58 31	8.21	9999	437	K0III/IV
29	HD 99563	11 27 16.64	-08 52 08.2	8.67	9999	832	F0
29	HD 98800	11 22 05.29	-24 46 39.8	8.94	9999	146.4	K4V+...
29	S Crt	11 52 45.10	-07 35 48.1	9.14	9999	2590	M...
29	R Crt	11 00 33.85	-18 19 29.6	9.8	9999	851	M7III...
29	HD 95872	11 03 28.0	-22 05 38	9.9	9999	24.65	K0V
29	BD-10°3166	10 58 28.78	-18 19 29.6	10.08	5.96	218	G4V
29	V Crt	11 21 13.43	-16 40 23.1	10.26	9999	9999	A6
29	WASP-34	11 01 36	-23 51 38	10.4	9999	391	G5
29	W Crt	11 26 29.64	-17 54 51.7	11.7	9999	9999	F4
29	WASP-31	11 17 45	-19 03 17	11.7	9999	1300	F
29	HATS-1	11 42 06.0	-23 21 17	12.05	9999	988	9999
29	HATS-2	11 46 57.4	-22 33 47	13.56	9999	1174	K
29	TT Crt	11 34 47.18	-11 45 30.4	15.3	9999	9999	F4
30	β Cru	12 47 43.32	-59 41 19.4	1.25	-3.92	352	B0.5III
30	α1 Cru (α Cru A)	12 26 35.94	-63 05 56.6	1.4	-3.6	321	B0.5IV
30	γ Cru	12 31 09.93	-57 06 45.2	1.6	-0.56	88	M4III
30	α2 Cru (α Cru B)	12 26 36.50	-63 05 58.0	2.09	-2.88	321	B1V
30	δ Cru	12 15 08.76	-58 44 56.0	2.79	-2.45	364	B2IV
30	ε Cru	12 21 21.81	-60 24 04.9	3.59	-0.63	228	K3/K4III
30	μ1 Cru	12 54 35.66	-57 10 40.4	4.03	-1.29	377	B2IV-V
30	ζ Cru	12 18 26.29	-64 00 11.0	4.06	-1.16	361	B2.5V
30	η Cru	12 06 52.85	-64 36 49.1	4.14	2.67	64	F2III
30	θ1 Cru	12 03 01.70	-63 18 46.6	4.32	0.08	230	Am
30	HD 110956	12 46 22.75	-56 29 19.6	4.62	-0.8	396	B3V
30	λ Cru	12 54 39.22	-59 08 48.0	4.62	-0.59	360	B4Vn
30	ι Cru	12 45 37.92	-60 58 52.2	4.69	1.78	125	K1III
30	θ2 Cru	12 04 19.24	-63 09 56.6	4.72	-2.1	753	B2IV
30	α Cru C	12 26 30.90	-63 07 21.0	4.86	9999	9999	B4IV
30	CH Cru	12 41 56.60	-59 41 08.9	4.91	-2.6	1035	B6IV
30	μ2 Cru	12 54 36.92	-57 10 07.1	5.08	-0.14	361	B5Vne
30	HD 110432	12 42 50.28	-63 03 31.0	5.27	-2.12	982	B2pe
30	HD 112244	12 55 57.14	-56 50 08.9	5.34	-3.47	1884	O9Ib
30	HD 107696	12 22 49.47	-57 40 34.0	5.38	0.28	342	B9V
30	BL Cru	12 27 28.88	-58 59 30.4	5.38	-0.82	566	M4/M5III
30	HD 103961	11 58 15.25	-56 19 02.3	5.44	-1	633	B8III
30	BG Cru	12 31 40.34	-59 25 26.1	5.49	-3.07	1680	F5Ib-G0p
30	HD 103884	11 57 40.04	-62 26 55.4	5.59	-0.73	598	B3V
30	HD 104035	11 58 47.67	-64 20 22.4	5.59	-4.11	2835	A3Ib
30	DS Cru	12 51 17.98	-60 19 47.2	5.71	-4.1	2991	A2Iab
30	HD 111904	12 53 21.90	-60 19 42.6	5.75	-4.71	4025	B9Ia
30	HD 108732	12 29 54.19	-56 31 29.9	5.78	-0.4	562	M1III
30	HD 106068	12 12 21.99	-62 57 02.8	5.91	-4.96	4866	B9Ia
30	HD 107543	12 21 57.44	-56 22 27.8	5.91	-2.73	1743	K4III + (F)
30	HD 104933	12 04 57.25	-60 58 05.7	5.95	-0.59	661	M2III
30	HD 109000	12 31 56.15	-63 30 21.2	5.96	1.62	240	A8III
30	κ Cru	12 53 48.92	-60 22 34.5	5.98	-2.55	1661	B5Ia
30	HD 110506	12 43 09.21	-56 10 34.3	5.99	0.47	414	B9Vn
30	HD 108355	12 27 24.85	-63 47 20.3	6.02	-0.5	657	B8IV
30	HD 108501	12 28 19.31	-64 20 27.5	6.05	1.11	317	A0Vn
30	HD 110461	12 42 49.80	-55 56 49.1	6.06	0.77	372	B9V
30	HD 105841	12 11 05.25	-61 16 38.6	6.08	1.34	290	F0III
30	HD 108570	12 28 33.84	-56 24 26.2	6.15	3.02	138	K0/K1III
30	HD 104430	12 01 29.26	-57 30 13.5	6.16	1.28	309	A1V
30	DL Cru	12 14 16.93	-64 24 30.7	6.2	-7.66	20000	B1.5Ia
30	HD 108530	12 28 25.71	-61 47 41.4	6.21	0.31	494	K2III
30	HD 105437	12 08 24.74	-60 50 49.7	6.22	-2.89	2159	K3/K4II
30	HD 109492	12 35 29.79	-61 50 29.0	6.22	2.89	151	G4IV
30	HD 104900	12 04 45.29	-59 15 11.7	6.3	1.12	354	B9Vn
30	HD 108395	12 27 28.84	-58 18 59.3	6.35	-0.79	874	K4III
30	HD 104111	11 59 25.62	-62 49 51.4	6.36	-5.85	9022	A8II
30	HD 110532	12 43 28.40	-58 54 09.9	6.41	-0.14	667	K0/K1III
30	γ Cru B	12 31 16.70	-57 04 52.0	6.42	9999	9999	A3V
30	T Cru	12 21 21.13	-62 16 53.9	6.58	9999	4000	G2Ib
30	S Cru	12 54 22.00	-58 25 50.2	6.58	9999	2300	F7Ib-II
30	R Cru	12 23 37.69	-61 37 44.9	6.9	0.94	508	F7Ib/II
30	HD 108147	12 25 46.27	-64 01 19.5	6.99	4.05	126	F9V
30	AG Cru	12 41 25.98	-59 47 38.8	7.9	9999	9999	F8Ib-II
30	HD 106906	12 17 53.19	-55 58 31.89	7.8	9999	300	F5V
30	BH Cru	12 16 16.79	-56 17 09.6	7.96	9999	8200	SC4.5-7/8e
30	X Cru	12 46 22.27	-59 07 29.1	8.1	9999	9999	G1Ib
30	W Cru	12 11 59.16	-58 47 00.7	8.44	9999	9999	G2Iab
30	AB Cru	12 17 37.12	-58 09 52.4	8.48	9999	3900	B2IVe
30	AI Cru	12 06 07.69	-61 15 24.8	9.68	9999	2300	F7Ib-II
30	GX 301-2	12 26 37.56	-62 46 13.2	10.66	9999	9999	B1.2Ia
30	WR 46	12 05 18.72	-62 03 10.1	10.8	-2.25	13000	WN3p
30	HDE 311884	12 43 51.00	-63 45 14.8	10.81	9999	911	WN6o + O5V
30	NGC 4349-127	12 24 35.47	-61 49 11.7	10.82	9999	6500	KIII
30	BI Cru	12 23 25.99	-62 38 16.1	11	9999	9999	B+....
31	Deneb	20 41 25.91	45 16 49.2	1.25	-8.73	1550	A2Ia
31	γ Cyg	20 22 13.70	40 15 24.1	2.23	-6.12	1523	F8Ib
31	ε Cyg	20 46 12.43	33 58 10.0	2.48	0.76	72	K0III
31	δ Cyg	19 44 58.44	45 07 50.5	2.86	-0.74	171	B9.5III
31	Albireo A	19 30 43.29	27 57 34.9	3.05	-2.31	385	K3II+...
31	ζ Cyg	21 12 56.18	30 13 37.5	3.21	-0.12	151	G8II SB
31	ξ Cyg	21 04 55.86	43 55 40.3	3.72	-4.07	1177	K5Ibv SB
31	τ Cyg	21 14 47.35	38 02 39.6	3.74	2.14	68	F1IV
31	ι Cyg	19 29 42.34	51 43 46.1	3.76	0.89	122	A5Vn
31	κ Cyg	19 17 06.11	53 22 05.4	3.8	0.91	123	K0III
31	ο1 Cyg	20 13 37.90	46 44 28.8	3.8	-4.29	1353	K2II+...
31	η Cyg	19 56 18.40	35 05 00.6	3.89	0.74	139	K0IIIvar
31	ν Cyg	20 57 10.41	41 10 01.9	3.94	-1.25	356	A1Vn
31	ο2 Cyg	20 15 28.32	47 42 51.1	3.96	-3.7	1109	K3Ib-II comp
31	ρ Cyg	21 33 58.87	45 35 31.4	3.98	1.07	124	G8III
31	41 Cyg	20 29 23.73	30 22 06.8	4.01	-2.82	758	F5II
31	52 Cyg	20 45 39.76	30 43 10.8	4.22	0.22	206	K0III
31	σ Cyg	21 17 24.95	39 23 40.9	4.22	-6.49	4528	B9Iab
31	π2 Cyg	21 46 47.61	49 18 34.5	4.23	-3.52	1156	B3III
31	33 Cyg	20 13 23.80	56 34 03.1	4.28	0.93	152	A3IV-Vn
31	υ Cyg	21 17 55.07	34 53 48.8	4.41	-2.8	901	B2Vne
31	39 Cyg	20 23 51.60	32 11 24.7	4.43	-0.04	255	K3III
31	θ Cyg	19 36 26.54	50 13 13.7	4.49	3.14	61	F4V
31	λ Cyg	20 47 24.53	36 29 26.7	4.53	-2.62	879	B6IV
31	63 Cyg	21 06 36.09	47 38 54.3	4.56	-2.83	982	K4II
31	47 Cyg A	20 33 54.19	35 15 03.1	4.61	-2.66	929	K2Ib comp
31	φ Cyg	19 39 22.60	30 09 11.6	4.68	0.25	251	G8III-IV...
31	π1 Cyg	21 42 05.66	51 11 22.7	4.69	-3.87	1680	B3IV
31	μ1 Cyg	21 44 08.59	28 44 33.4	4.69	2.94	73	F6V
31	8 Cyg	19 31 46.32	34 27 10.7	4.74	-1.68	627	B3IV
31	59 Cyg	20 59 49.55	47 31 15.4	4.74	-2.95	1124	B1ne
31	P Cyg	20 17 47.20	38 01 58.6	4.77	-6.65	6269	B2pe
31	30 Cyg	20 13 18.04	46 48 56.4	4.8	-1.91	716	A5IIIn
31	57 Cyg	20 53 14.75	44 23 14.2	4.8	-1.13	501	B5V
31	55 Cyg	20 48 56.29	46 06 50.9	4.81	-4.38	2248	B3Ia
31	72 Cyg	21 34 46.48	38 32 01.8	4.87	0.4	255	K1III
31	15 Cyg	19 44 16.55	37 21 15.4	4.89	0.23	279	G8III
31	ψ Cyg	19 55 37.82	52 26 20.5	4.91	0.18	288	A4Vn
31	28 Cyg	20 09 25.62	36 50 22.5	4.93	-2.18	860	B2.5V
31	29 Cyg	20 14 31.98	36 48 22.1	4.93	1.86	134	A2V
31	T Cyg	20 47 10.72	34 22 26.8	4.93	-0.51	399	K3IIIvar
31	ω1 Cyg	20 30 03.53	48 57 05.6	4.94	-2.19	869	B2.5IV
31	22 Cyg	19 55 51.76	38 29 12.1	4.95	-2.89	1203	B5IV
31	HD 189276	19 55 55.39	58 50 45.7	4.98	-2.27	918	K5II-III
31	2 Cyg	19 24 07.57	29 37 16.7	4.99	-1.89	774	B3IV
31	17 Cyg	19 46 25.58	33 43 43.3	5	3.4	68	F5
31	20 Cyg	19 50 37.73	52 59 17.4	5.03	1.18	192	K3IIIvar
31	68 Cyg	21 18 27.18	43 56 45.5	5.04	9999	4600	O8e
31	74 Cyg	21 36 56.98	40 24 48.6	5.04	1.03	206	A5V
31	9999	19 40 50.11	45 31 28.7	5.06	1.62	159	F5II
31	26 Cyg	20 01 21.55	50 06 16.8	5.06	-0.54	429	K1II-III
31	56 Cyg	20 50 04.83	44 03 32.3	5.06	1.93	138	A4me...
31	75 Cyg	21 40 11.06	43 16 25.7	5.09	-0.38	404	M1IIIvar
31	Albireo B	19 30 45.40	27 57 55.0	5.12	-0.19	376	B8V
31	23 Cyg	19 53 17.37	57 31 24.5	5.14	-1.32	638	B5V
31	35 Cyg	20 18 39.07	34 58 58.0	5.14	-3.8	2000	F5Ib
31	25 Cyg	19 59 55.20	37 02 34.4	5.15	-3.27	1575	B3IV
31	4 Cyg	19 26 09.12	36 19 04.3	5.17	-1.34	653	B9sp...
31	9999	19 36 38.05	44 41 42.7	5.17	2.13	132	K0III
31	19 Cyg	19 50 33.99	38 43 19.8	5.18	-1.29	642	M2IIIa
31	61 Cyg A	21 06 50.84	38 44 29.4	5.2	7.49	11	K5V
31	71 Cyg	21 29 26.91	46 32 25.2	5.22	1.04	224	K0III
31	9999	20 16 55.28	40 21 54.3	5.27	-2.16	1000	K5II
31	9999	21 26 51.57	48 50 06.4	5.29	-0.1	389	A6pe...
31	70 Cyg	21 27 21.36	37 07 00.5	5.3	-3.38	1772	B3V
31	9999	19 34 41.26	42 24 45.3	5.34	-0.64	512	A2V
31	27 Cyg	20 06 21.93	35 58 24.7	5.38	3.46	79	K0IV
31	60 Cyg	21 01 10.92	46 09 20.8	5.38	-2.73	1364	B1V
31	9 Cyg	19 34 50.92	29 27 46.5	5.39	-0.7	538	A0V+...
31	14 Cyg	19 39 26.47	42 49 05.6	5.41	-1.2	685	B9III
31	51 Cyg	20 42 12.63	50 20 24.1	5.41	-1.85	924	B2V
31	ω2 Cyg	20 31 18.81	49 13 13.3	5.44	-0.03	404	M2III
31	9999	19 57 13.86	40 22 04.2	5.46	-2.9	1531	B5V
31	9999	20 53 53.91	33 26 16.1	5.47	-0.89	609	K5III
31	9999	20 53 18.56	45 10 54.1	5.48	-1.31	744	K0II
31	9999	19 58 37.96	30 59 01.2	5.51	-0.6	544	B9Vn
31	49 Cyg	20 41 02.60	32 18 28.0	5.51	-1.45	805	G8IIb
31	9999	21 43 06.48	41 09 18.0	5.51	-0.77	587	M2III
31	49 Cyg	20 41 02.54	32 18 26.3	5.53	-1.43	805	G8IIb
31	9999	19 31 19.36	50 18 23.7	5.55	-0.22	465	K1III
31	9999	20 58 19.38	44 28 17.5	5.55	1	265	G8III
31	V1942 Cyg	22 02 56.68	44 38 59.8	5.57	-0.48	529	A0IV
31	36 Cyg	20 18 28.63	36 59 59.1	5.58	1.7	195	A2V
31	9999	20 22 05.35	45 47 41.6	5.58	0.06	415	K0IIIvar
31	9999	20 58 30.03	50 27 42.4	5.59	-2.35	1264	B5Vn
31	9999	21 25 19.39	46 42 51.2	5.59	2.91	112	F0V
31	9999	19 51 59.07	47 01 38.5	5.6	-7.69	14818	O9.5Ia
31	9999	20 47 49.29	47 49 54.9	5.6	-0.49	538	K5III
31	V389 Cyg	21 08 38.87	30 12 20.5	5.6	-0.07	444	B9V
31	V1768 Cyg	20 04 36.18	32 13 07.0	5.62	-7.48	13583	B1.5Ia comp
31	40 Cyg	20 27 34.27	38 26 25.9	5.63	1.04	270	A3V
31	V380 Cyg	19 50 37.33	40 35 59.2	5.68	-3.8	2567	B1III
31	9999	20 38 59.54	30 20 03.9	5.68	0.31	386	K2III
31	9999	20 41 56.50	41 43 00.7	5.68	-1.84	1042	B8II-III
31	V2140 Cyg	20 55 49.81	47 25 03.6	5.68	-6.6	9314	B8Ia
31	9999	21 22 00.38	49 23 19.3	5.68	0.66	328	K0III
31	79 Cyg	21 43 25.63	38 17 01.0	5.69	1.08	272	A0V
31	9999	20 15 23.79	33 43 45.7	5.7	0.88	300	K0III
31	9999	19 34 19.76	51 14 13.5	5.71	3.67	83	F7V
31	7 Cyg	19 27 25.97	52 19 13.8	5.73	0.51	361	A1V
31	Gl 777	20 03 36.95	29 53 53.1	5.73	4.72	52	G6IV+...
31	43 Cyg	20 27 02.21	49 22 59.6	5.73	2.85	123	F0V:
31	77 Cyg	21 42 22.94	41 04 37.3	5.73	0.44	372	A0V
31	9999	21 10 15.55	53 33 47.2	5.75	0.15	431	B9III
31	9999	21 19 28.74	49 30 37.0	5.75	-0.33	536	B6V
31	9999	21 28 08.16	32 13 30.5	5.75	2.5	145	F0V
31	9999	20 18 24.76	55 23 49.8	5.76	1.01	291	A2Vs
31	DT Cyg	21 06 30.24	31 11 04.8	5.77	-3.05	1895	F7.5Ib-IIv
31	9999	21 32 56.58	49 58 39.4	5.77	-0.05	475	A0V
31	V2015 Cyg	20 33 54.84	46 41 37.9	5.78	-0.06	481	B9sp...
31	9999	19 54 48.24	36 59 44.4	5.79	-2.58	1538	Fp
31	9999	22 01 50.58	52 52 56.1	5.79	-1.77	1058	B5III
31	9999	20 06 13.64	53 09 54.2	5.81	3	119	F5V
31	9999	19 47 27.78	38 24 27.4	5.83	-0.05	489	B8Vn
31	9999	20 18 06.99	40 43 55.6	5.83	-2.56	1552	O9V
31	9999	20 56 25.44	50 43 43.1	5.83	2.2	174	F0III
31	9999	19 12 05.22	49 51 15.3	5.85	3.87	81	G4V+...
31	9999	19 43 45.08	41 46 23.1	5.86	-0.57	631	M0III
31	9999	20 16 00.61	45 34 46.8	5.87	3.18	113	F5V:
31	V2119 Cyg	20 23 44.37	37 28 35.2	5.87	-1.32	893	B2Vne
31	V1762 Cyg	19 08 25.88	52 25 33.1	5.88	1.65	229	K1IV
31	V1143 Cyg	19 38 41.15	54 58 24.2	5.89	2.89	130	F6Vasv
31	9999	20 29 27.11	56 04 05.4	5.89	-1.3	896	B9Vn
31	V1334 Cyg	21 19 22.18	38 14 14.9	5.89	-4.27	3505	F2Ib
31	42 Cyg	20 29 20.39	36 27 17.0	5.9	-2.67	1689	A1Ib
31	9999	19 52 07.17	47 55 54.5	5.91	-3.49	2470	B2III
31	9999	19 59 20.42	45 46 21.3	5.92	0.12	472	A5III
31	9999	20 56 25.89	49 11 45.0	5.92	-2.04	1273	G8II-III
31	9999	19 42 44.60	32 25 36.3	5.93	-3.26	2248	A5III
