cons	name	RA	Dec	vis. meg	abs. meg	Dist.(ly)	Sp. class
68	154 G. Pup	07 42 48.15	-26 21 04.5	5.64	0.59	333	K1III
68	V378 Pup	07 36 03.90	-14 29 34.0	5.66	-2.87	1655	B2/3V(n)
68	257 G. Pup	08 09 28.54	-16 14 56.1	5.66	-1.59	921	B4V
68	301 G. Pup	08 24 55.20	-23 09 13.7	5.67	-0.76	631	A1III/IV
68	MY Pup	07 38 18.21	-48 36 05.2	5.68	-5.26	5015	F4Iab
68	PT Pup	07 36 41.04	-19 42 08.5	5.69	-2.89	1698	B2II
68	HD 61391	07 36 43.93	-48 49 48.6	5.69	-0.23	497	B9V
68	10 Pup	07 52 18.88	-14 50 46.2	5.69	-2.11	1185	F2IV/V
68	293 G. Pup	08 21 54.66	-17 35 10.7	5.71	0.99	286	K0III
68	PR Pup	07 14 46.03	-46 50 58.8	5.72	0.14	425	A0p
68	HD 61878	07 39 43.83	-38 08 21.6	5.73	-0.64	612	B5V
68	G Pup	06 25 43.66	-48 10 36.7	5.76	-0.82	675	B9V
68	HD 61899	07 39 47.88	-38 15 38.4	5.76	-1.91	1116	B3III
68	278 G. Pup	08 14 13.29	-35 29 24.3	5.77	1.56	227	K1III
68	96 G. Pup	07 29 04.92	-31 27 22.4	5.78	-1.95	1144	B2IV
68	116 G. Pup	07 34 34.83	-27 00 44.8	5.78	0.87	313	K1III
68	HD 61641	07 38 43.90	-36 29 48.6	5.78	-1.58	964	B3III
68	D Pup	07 07 07.09	-40 53 35.9	5.8	-1.26	842	B3V
68	164 G. Pup	07 44 09.74	-36 03 45.8	5.8	2.61	142	F0IV
68	79 G. Pup	07 16 31.86	-38 19 08.2	5.81	-0.78	679	B4V
68	QS Pup	07 49 12.87	-46 51 27.9	5.82	-3.03	1918	B1.5IV
68	244 G. Pup	08 03 04.17	-32 27 48.9	5.83	-0.18	518	K2/K3III
68	106 G. Pup	07 33 09.78	-24 42 38.8	5.84	0.98	306	A3III
68	M Pup	07 18 04.26	-43 59 12.4	5.86	-0.54	621	B8II/III
68	HD 60585	07 34 19.10	-23 28 29.0	5.87	9999	9999	9999
68	V392 Pup	07 46 10.56	-37 56 01.3	5.87	-0.57	632	B5V
68	298 G. Pup	08 22 49.94	-26 20 53.6	5.88	9999	9999	F2Iab
68	174 G. Pup	07 44 34.20	-37 56 34.6	5.89	-0.46	608	B8V
68	208 G. Pup	07 50 23.88	-50 30 33.7	5.89	1.39	259	K2III
68	91 G. Pup	07 26 42.47	-34 08 26.5	5.9	-1.47	973	B4V
68	178 G. Pup	07 47 12.56	-22 31 10.3	5.9	-1.51	988	B1/B2V
68	241 G. Pup	08 01 37.53	-37 17 01.4	5.9	-0.41	595	A3IV
68	141 G. Pup	07 40 13.53	-19 39 39.2	5.92	-0.8	720	K0III
68	HD 41742	06 04 40.17	-45 04 46.4	5.93	3.77	87	F6V
68	40 G. Pup	06 51 42.45	-36 13 48.5	5.94	2.23	180	A3V
68	V363 Pup	07 12 25.83	-36 32 39.8	5.94	-1.27	903	B4V
68	V397 Pup	07 49 14.65	-35 14 35.9	5.94	0.11	478	B9V
68	76 G. Pup	07 14 57.15	-41 25 35.1	5.95	-0.19	552	B4III/IV
68	9999	07 28 51.16	-31 50 54.3	5.95	-0.31	582	B3V+...
68	HD 69830	08 18 23.78	-12 37 47.2	5.95	5.45	41	K0V
68	305 G. Pup	08 25 55.60	-14 55 47.1	5.96	0.91	333	A3m...
68	V438 Pup	08 24 57.22	-42 46 11.5	5.97	-3.92	3105	B3V
68	92 G. Pup	07 27 42.94	-22 51 33.1	5.98	-1.18	881	B5III
68	235 G. Pup	07 59 01.81	-45 12 57.1	5.98	-1.61	1076	B4V
68	V468 Pup	07 39 57.99	-37 34 45.9	5.99	-2.1	1353	B4III
68	239 G. Pup	08 00 14.72	-48 58 53.8	6.01	0.7	377	A2V
68	303 G. Pup	08 25 19.02	-21 02 46.0	6.01	3.36	111	F2/F3V
68	177 G. Pup	07 45 18.05	-43 45 09.2	6.02	-1.15	886	B6IV
68	223 G. Pup	07 55 46.60	-43 50 42.2	6.02	-1.08	856	B6V
68	94 G. Pup	07 29 21.98	-14 59 53.1	6.05	3.39	111	F5V
68	QU Pup	07 51 40.36	-42 53 17.6	6.05	-2.61	1762	B2IV
68	2 Pup A	07 45 29.14	-14 41 25.7	6.06	0.85	359	A6/A7
68	275 G. Pup	08 14 11.04	-32 08 26.6	6.07	-2.35	1575	B2V
68	312 G. Pup	08 26 17.74	-39 03 32.3	6.07	-0.3	613	B9IV/V
68	63 G. Pup	07 06 02.26	-38 22 58.4	6.09	-0.44	660	G0III
68	226 G. Pup	07 56 57.81	-42 24 23.5	6.09	-0.58	703	K3III
68	113 G. Pup	07 34 12.86	-33 27 48.9	6.11	1.39	287	A9IV
68	194 G. Pup	07 50 05.67	-19 31 24.8	6.11	-2.69	1874	K1III
68	277 G. Pup	08 13 58.71	-36 20 26.9	6.11	-2.18	1482	B2IV/V
68	14 Pup	08 04 41.42	-19 43 41.4	6.12	-2.3	1575	B3III
68	291 G. Pup	08 20 27.36	-22 55 28.8	6.12	-0.58	712	G8/K0III
68	PY Pup	08 00 28.97	-48 52 18.4	6.13	-2.2	1509	A0p
68	22 Pup	08 22 46.87	-13 03 16.8	6.13	0.63	411	K0III
68	V368 Pup	07 24 47.36	-37 17 28.5	6.14	-0.5	694	A8V
68	T Pup	07 48 08.55	-40 39 08.3	6.14	-0.19	600	M2III
68	220 G. Pup	07 54 39.93	-34 50 48.1	6.14	-0.45	678	K4III
68	62 G. Pup	07 05 32.05	-34 46 40.1	6.15	2.42	182	F2V
68	251 G. Pup	08 05 44.89	-33 34 10.0	6.15	-3.94	3396	G1Ib
68	282 G. Pup	08 15 58.83	-35 54 11.5	6.15	-2.67	1895	K2III
68	297 G. Pup	08 21 24.18	-39 37 14.6	6.15	2.01	219	A4V
68	23 G. Pup	06 41 14.17	-40 20 59.5	6.16	-1.4	1058	B4V
68	149 G. Pup	07 41 23.53	-22 20 12.3	6.16	-0.95	860	M0/M1III
68	V339 Pup	06 46 12.16	-37 46 31.3	6.19	-2.05	1449	B3Vne
68	137 G. Pup	07 38 32.53	-38 46 53.0	6.2	0.79	393	G8III
68	9999	07 33 22.19	-14 20 17.9	6.21	-2.12	1509	B2II
68	229 G. Pup	07 57 20.08	-47 53 26.6	6.21	-1.24	1009	B5V
68	260 G. Pup	08 09 10.19	-35 27 18.2	6.21	0.82	389	G8III
68	281 G. Pup	08 15 52.57	-30 55 33.3	6.22	1.07	349	G6:III+...
68	48 G. Pup	06 57 17.61	-35 30 25.9	6.23	3.05	141	F5V
68	51 G. Pup	06 58 41.74	-45 46 03.3	6.23	0.66	424	A0V
68	186 G. Pup	07 49 28.81	-13 21 10.5	6.23	-2.57	1874	B8/B9II
68	45 G. Pup	06 54 02.31	-50 36 43.7	6.24	2.59	175	K0/K1III
68	7 G. Pup	06 08 34.64	-44 21 22.4	6.26	-0.55	751	B8II
68	9999	07 28 01.92	-26 50 20.4	6.26	-0.28	664	K4III
68	46 G. Pup	06 56 45.70	-35 20 28.9	6.27	-0.21	644	K2III
68	V376 Pup	07 33 13.17	-40 03 30.7	6.27	-0.3	672	B8IV (p Si)
68	264 G. Pup	08 09 47.70	-42 38 27.0	6.27	-1.12	979	B+...
68	9 G. Pup	06 10 39.93	-45 16 55.2	6.28	-0.26	663	A0V
68	26 G. Pup	06 42 16.39	-38 23 55.7	6.28	1.48	298	A+...
68	PX Pup	07 56 22.72	-30 17 04.3	6.28	-1.59	1221	M5/M6III
68	249 G. Pup	08 03 29.62	-42 56 54.0	6.28	-0.61	780	G8II
68	300 G. Pup	08 23 16.93	-38 17 09.8	6.28	-1.88	1399	M2III
68	27 G. Pup	06 43 23.35	-39 11 35.1	6.3	0.17	549	A8:+...
68	86 G. Pup	07 19 13.70	-33 43 37.7	6.31	-0.45	734	K2/K3III
68	9999	07 46 33.45	-37 46 21.0	6.31	0	597	K3III
68	QY Pup	07 47 38.53	-15 59 26.5	6.31	-2.91	2280	K3Iab/b
68	242 G. Pup	08 02 06.13	-37 03 00.3	6.31	-0.7	823	M3III
68	NP Pup	06 54 26.68	-42 21 56.2	6.32	-1.79	1364	C3II
68	89 G. Pup	07 23 58.34	-35 50 16.3	6.32	-0.33	697	B5V
68	201 G. Pup	07 49 28.32	-44 45 04.4	6.32	1.3	329	K0III
68	21 Pup	08 17 23.14	-16 17 06.3	6.32	-0.78	858	A1V
68	OX Pup	07 47 05.77	-39 19 51.7	6.33	-0.28	685	Ap Si
68	126 G. Pup	07 37 16.93	-23 46 31.5	6.34	-9.14	40750	F0Ib
68	9999	07 49 39.98	-14 05 07.3	6.34	-0.96	939	K5III
68	209 G. Pup	07 51 20.34	-43 05 42.9	6.34	-2.09	1583	B2IV-V
68	HD 41700	06 04 28.51	-45 02 13.9	6.35	4.22	87	F7.5V
68	104 G. Pup	07 32 22.28	-35 57 40.3	6.35	-0.43	739	B8V
68	236 G. Pup	07 59 12.31	-49 58 36.7	6.35	-1.63	1283	B2IV-V
68	9999	08 04 32.65	-25 41 58.9	6.35	-0.66	823	K5/M0III
68	PQ Pup	08 08 37.65	-37 40 52.5	6.36	-2.32	1772	B3V
68	8 Pup	07 51 40.88	-12 49 09.8	6.37	2	244	F3IV
68	237 G. Pup	07 59 13.57	-49 58 25.6	6.37	-0.68	838	B2IV-V
68	255 G. Pup	08 08 43.58	-20 21 47.4	6.37	-1.87	1449	A3III
68	131 G. Pup	07 37 45.03	-38 00 38.1	6.38	0.18	566	K4III
68	179 G. Pup	07 47 45.21	-16 00 52.1	6.38	-2.95	2397	K5II/III
68	9999	08 13 41.05	-33 34 10.4	6.38	1.07	377	K2III
68	54 G. Pup	07 00 49.74	-33 27 56.6	6.39	0.85	418	G8II/III
68	170 G. Pup	07 46 44.72	-12 40 31.1	6.39	-0.96	962	B9III
68	9999	07 36 07.42	-22 09 37.7	6.4	-0.23	691	K1II
68	135 G. Pup	07 39 24.20	-16 50 50.1	6.4	-0.15	667	K3III
68	272 G. Pup	08 12 51.56	-37 55 28.1	6.4	0.22	561	A3V
68	153 G. Pup	07 41 21.72	-44 37 55.8	6.41	-1.31	1140	B7IV/V
68	41 G. Pup	06 51 32.56	-48 17 33.8	6.42	-0.22	695	K2/K3III
68	160 G. Pup	07 43 42.93	-38 12 06.9	6.42	0.17	580	B8IV
68	265 G. Pup	08 11 01.69	-37 17 32.6	6.42	-2.96	2451	B0III
68	9999	08 17 46.15	-36 04 03.3	6.42	-4.18	4289	M0III + A3/5
68	9999	07 40 21.02	-11 45 09.1	6.43	0.34	538	K2
68	202 G. Pup	07 51 00.08	-24 31 42.6	6.43	0.48	505	B9.5V
68	286 G. Pup	08 17 58.26	-30 00 13.3	6.43	0.65	466	K0III
68	57 G. Pup	07 02 15.48	-43 24 13.9	6.44	0.95	408	A0V
68	290 G. Pup	08 19 29.52	-34 35 24.5	6.44	-0.55	815	B8Ib/II
68	304 G. Pup	08 25 39.37	-17 26 21.9	6.44	-0.21	698	K1III
68	207 G. Pup	07 50 42.52	-44 34 47.9	6.45	0.27	561	G6III
68	9999	07 55 13.87	-30 55 03.8	6.45	-1.54	1294	K4III
68	9999	07 47 14.62	-36 04 25.2	6.46	0.87	428	K1III
68	9999	07 57 54.79	-40 47 03.7	6.46	0.24	573	K0III
68	43 G. Pup	06 52 47.14	-43 58 32.2	6.47	0.9	424	B8V
68	9999	07 05 16.39	-50 21 36.5	6.47	-0.44	787	K3III
68	4 G. Pup	06 07 01.83	-45 05 29.8	6.48	1.19	372	K1III
68	8 G. Pup	06 09 23.43	-49 33 46.8	6.48	2.58	196	F8V
68	V420 Pup	08 08 19.36	-23 37 04.0	6.49	9999	1299	B3III/IV
68	193 G. Pup	07 49 40.80	-19 30 19.7	6.49	0.96	417	K2III
68	139 G. Pup	07 39 26.98	-26 51 47.1	6.5	-0.5	819	B6V
68	9999	08 07 16.03	-17 22 07.7	6.5	0.05	637	K1III
68	2 Pup B	07 45 28.74	-14 41 10.0	7.03	1.57	402	A0/A1V
68	HD 70642	08 21 28.14	-39 42 19.5	7.18	4.89	94	G6V
68	HD 50499	06 52 02	-33 54 56	7.22	9999	154	GIV
68	HD 48265	06 40 01.73	-48 32 31.0	8.07	3.36	285	G5IV/V
68	NGC 2423-3	07 37 09	-13 54 24	9.45	0.03	2500	9999
69	α Pyx	08 43 35.55	-33 11 11.1	3.68	-3.39	845	B1.5III
69	β Pyx	08 40 06.14	-35 18 29.9	3.97	-1.41	388	G5II/III
69	γ Pyx	08 50 32.01	-27 42 36.2	4.02	-0.01	209	K3III
69	κ Pyx	09 08 02.86	-25 51 30.7	4.62	-1.25	487	K4/K5III
69	θ Pyx	09 21 29.60	-25 57 55.5	4.71	-1.31	522	M0III
69	λ Pyx	09 23 12.34	-28 50 02.1	4.71	0.98	182	G8III
69	ζ Pyx	08 39 42.49	-29 33 39.1	4.86	0.56	236	G5III
69	δ Pyx	08 55 31.52	-27 40 53.9	4.87	0.66	226	A3IV
69	HD 73752	08 39 08.07	-22 39 46.5	5.05	3.55	65	G3/G5V
69	HD 75605	08 49 51.50	-32 46 49.5	5.19	0.96	229	G8III
69	η Pyx	08 37 52.17	-26 15 17.9	5.24	0.89	242	A0V
69	HD 72310	08 31 30.94	-19 34 38.8	5.42	0.08	381	B9.5IV/V
69	ε Pyx	09 09 56.41	-30 21 55.0	5.59	1.52	212	A4IV
69	HD 72227	08 30 28.62	-32 09 33.4	5.61	-2.21	1194	K3III
69	HD 74824	08 44 51.93	-37 08 50.1	5.74	-2.47	1430	B2III
69	XY Pyx	08 27 59.43	-35 06 49.6	5.75	-1.68	1000	B2V
69	HD 75629	08 50 02.24	-29 27 46.8	5.86	-1.44	939	G8III
69	HD 73072	08 35 28.72	-26 50 36.7	5.95	-1.1	838	A1V+...
69	HD 74879	08 45 49.30	-25 23 17.2	6.07	0.87	357	A3IV/V
69	HD 74706	08 44 55.16	-21 10 04.2	6.1	1.63	255	A5V
69	HD 73900	08 39 22.21	-36 36 24.5	6.12	3.1	131	F3/F5V
69	HD 81753	09 26 44.91	-28 47 15.7	6.12	-2.32	1590	B5V
69	HD 78676	09 08 43.56	-26 46 03.5	6.15	0.86	373	A4IV
69	HD 75649	08 50 21.65	-28 37 03.4	6.17	0.91	368	B9V
69	HD 72626	08 33 04.85	-24 36 24.8	6.19	1.72	255	F2IV/V
69	HD 77361	09 01 11.40	-26 39 48.9	6.2	0.81	389	K1IIICN...
69	HD 77087	08 59 15.85	-28 48 21.9	6.24	0.44	472	G8III
69	HD 73603	08 38 40.29	-19 44 12.9	6.32	-0.9	906	M1III
69	HD 71622	08 27 16.43	-31 40 21.8	6.33	-0.28	685	G8III
69	AI Pyx	08 46 49.25	-34 37 22.7	6.33	-0.86	896	B3V
69	VX Pyx	08 32 58.51	-34 38 02.6	6.36	0.78	426	G8III
69	HD 72673	08 32 52.26	-31 30 09.7	6.38	5.95	40	K0V
69	HD 79456	09 13 21.53	-29 39 51.9	6.38	-0.98	964	K5III
69	HD 76512	08 55 55.93	-23 49 06.3	6.39	2.16	229	A4V
69	HD 72913	08 34 29.73	-27 05 53.5	6.4	-1.11	1035	K3III
69	HD 80590	09 19 47.94	-34 06 11.9	6.4	-0.2	681	B8V
69	HD 72954	08 34 31.95	-32 35 54.2	6.41	2.42	205	G5V
69	HD 76072	08 52 38.70	-36 32 43.2	6.41	-1.15	1062	G8III+...
69	HD 74475	08 42 57.01	-35 56 36.1	6.42	0.77	439	A0V
69	AK Pyx	08 48 14.63	-28 38 19.6	6.42	-0.45	771	M5III
69	HD 75495	08 49 44.94	-21 02 53.9	6.48	1.96	261	A6IV
69	HD 76001	08 52 26.14	-32 30 33.5	6.49	-0.48	807	K2/K3III
69	HD 71815	08 28 36.06	-23 04 15.5	6.5	0.49	519	A1/A2V
69	TY Pyx	08 59 42.72	-27 48 58.7	6.87	9999	183.9	G5IV+G5IV
69	HD 73256	08 36 23.02	-30 02 15.5	8.08	5.27	119	G9V
69	HD 77338	09 01 00.0	-24 28 23	8.63	9999	133	K0V
69	HD 73267	08 36 17.78	-34 27 35.9	8.9	5.2	179	G5V
69	RZ Pyx	08 52 04.40	-27 29 01.5	9.17	9999	1220	B7V
69	R Pyx	08 45 30.70	-28 12 02.8	10.4	9999	1860	C
69	XX Pyx	08 58 39.04	-24 35 10.6	11.49	9999	9999	A4V
69	Gliese 317	08 40 59.21	-23 27 22.6	11.98	9999	49.9	M3.5
69	T Pyx	09 04 41.50	-32 22 47.5	15.5	9999	9999	9999
69	VZ Pyx	08 59 19.84	-24 28 55.4	16.8	9999	9999	9999
70	α Ret	04 14 25.43	-62 28 26.3	3.33	-0.17	163	G7III
70	β Ret	03 44 11.55	-64 48 25.5	3.84	1.41	100	K0IV SB
70	ε Ret	04 16 29.08	-59 18 06.3	4.44	3.14	59	K2IV
70	γ Ret	04 00 53.81	-62 09 33.7	4.48	-1.41	490	M4III
70	δ Ret	03 58 44.74	-61 24 00.5	4.56	-1.5	530	M2III
70	κ Ret	03 29 22.19	-62 56 18.4	4.71	3.05	70	F5IV-V
70	ι Ret	04 01 18.07	-61 04 44.6	4.97	-0.06	331	K4III
70	ζ2 Ret	03 18 11.14	-62 30 28.6	5.24	4.83	39	G1V
70	η Ret	04 21 53.22	-63 23 12.5	5.24	-0.09	380	G7III
70	HD 27304	04 14 48.55	-62 11 31.4	5.45	0.88	267	K0III
70	ζ1 Ret	03 17 44.47	-62 34 36.8	5.53	5.11	40	G2V
70	HD 28732	04 27 46.04	-62 31 16.4	5.74	0.72	329	K0III
70	HD 29399	04 33 34.10	-62 49 25.1	5.79	2.48	150	K1III
70	HD 22252	03 30 51.68	-66 29 23.0	5.81	-1.27	851	B8V
70	θ Ret	04 17 40.27	-63 15 19.8	5.88	0.12	462	B9III-IV
70	HD 28413	04 25 05.36	-61 14 17.7	5.94	-0.53	642	K4/K5III
70	HD 20888	03 17 58.99	-66 55 36.8	6.03	2.21	189	A3V
70	HD 25346	03 58 42.87	-57 06 08.6	6.05	2.1	201	F2IV
70	HD 25170	03 56 03.90	-63 27 49.8	6.14	0.86	371	K1/K2III
70	HD 23697	03 44 33.86	-54 16 27.1	6.29	1.83	254	K1III
70	TT Ret	04 16 20.92	-60 56 54.8	6.34	0.96	388	Ap EuCr(Sr)
70	HD 26491	04 07 21.29	-64 13 23.2	6.37	4.54	76	G3V
70	HD 22382	03 32 51.46	-61 01 01.2	6.42	0.82	429	K0III
70	HD 23079	03 39 43.10	-52 54 57.0	7.1	4.4	113	F9.5V
70	HD 25171	03 55 49	-65 11 12	7.79	9999	179	F8V
70	HD 21693	03 27 12	-58 19 25	7.94	9999	105	G9IV
70	HD 23127	03 39 23.64	-60 04 40.2	8.56	3.81	291	G2V
70	R Ret	04 33 32.83	-63 01 45.0	9.23	-1.71	5015	M4e-M7.5e
70	HD 27894	04 20 47.05	-59 24 39.0	9.42	6.28	138	K2V
71	γ Sge	19 58 45.39	19 29 31.5	3.51	-1.11	274	K5III
71	δ Sge A	19 47 23.27	18 32 03.3	3.82	-1.87	448	M2II + B6
71	δ Sge B	19 47 23.10	18 32 01.0	3.8	9999	9999	9999
71	α Sge	19 40 05.78	18 00 50.2	4.39	-1.42	473	G0II
71	β Sge	19 41 02.93	17 28 34.0	4.39	-1.39	466	G8II
71	ζ Sge	19 48 58.65	19 08 31.1	5.01	0.01	326	A3V
71	η Sge	20 05 09.47	19 59 27.2	5.09	1.61	162	K2III
71	13 Sge	20 00 03.31	17 30 59.5	5.33	-1.47	746	M4IIIa
71	11 Sge	19 57 45.44	16 47 20.8	5.54	0.07	404	B9III
71	1 Sge	19 15 17.34	21 13 55.6	5.65	0.71	318	A4V
71	ε Sge	19 37 17.38	16 27 46.0	5.67	-0.14	473	G8IIIvar
71	S Sge	19 56 01.26	16 38 05.3	5.71	-4.89	4289	G5Ibv SB
71	15 Sge	20 04 06.47	17 04 16.2	5.8	4.56	58	G1V
71	HD 193579	20 20 21.40	17 47 34.8	5.82	-0.01	477	K5III
71	HD 190211	20 03 16.39	18 30 03.7	5.99	-1.09	849	K3Iab:
71	HD 180242	19 15 02.69	20 12 11.3	6.03	-0.7	724	G8III
71	HD 178428	19 07 57.28	16 51 14.9	6.08	4.47	68	G5V
71	HD 177199	19 02 52.62	19 39 39.7	6.11	-2.26	1538	K1III
71	18 Sge	20 16 19.78	21 35 55.5	6.11	1.31	298	K1III
71	9 Sge	19 52 21.77	18 40 18.8	6.23	-6.96	14174	O8e
71	HD 191814	20 11 03.53	21 08 04.2	6.24	0.25	514	K0
71	2 Sge	19 24 22.08	16 56 15.9	6.27	1.08	355	A2III-IV
71	V340 Sge	19 39 25.34	16 34 16.1	6.37	-2.87	2296	M0Iab-Ib SB
71	V344 Sge	20 08 06.50	16 39 51.7	6.39	-4.18	4234	M3III
71	HD 180377	19 15 33.37	18 30 58.8	6.46	-1.13	1072	M2III
71	HD 176776	19 01 05.43	19 18 34.6	6.47	0.74	457	K1III
71	U Sge	19 18 48.41	19 36 37.7	6.5	-0.96	1012	B8III + K
71	θ Sge	20 09 56.61	20 54 53.2	6.51	3.24	147	F5IV
71	V338 Sge	19 12 34.45	16 50 47.1	6.69	9999	791	B9IV
71	3 Sge	19 24 45.39	16 57 25.4	6.84	1.36	407	A0
71	HD 183143	19 27 26.56	18 17 45.2	6.86	9999	7100	B7Iae
71	θ Sge	20 09 52.30	20 53 47.0	8.9	9999	9999	9999
71	HD 231701	19 32 04.16	16 28 27.4	8.99	3.81	354	F8V
71	R Sge	20 14 03.75	16 43 35.1	9.2	9999	9999	G0Ib
71	FG Sge	20 11 56.06	20 20 04.4	9.45	9999	606	B4Ieq-K2Ib
71	V Sge	20 18 02.00	20 56 39.0	9.6	9999	1100	9999
71	GY Sge	19 35 13.63	19 12 08.6	9.84	9999	9999	9999
71	HAT-P-34	20 12 47	17 37 41.2	10.16	9999	838	F8
71	SV Sge	19 08 11.77	16 43 35.1	10.3	9999	9999	Rv...
71	HD 187282	19 48 32.20	18 12 03.7	10.51	9999	9999	WN4
71	QW Sge	19 45 49.54	18 36 47.8	11	9999	9999	M6
71	HM Sge	19 41 57.09	16 44 39.9	11.1	9999	9999	M7
71	WR 124	19 11 30.88	16 51 38.2	11.12	9999	9999	WN8
71	RZ Sge	20 03 18.47	17 02 51.9	12.3	9999	9999	9999
71	QY Sge	20 07 54.62	18 42 54.5	12.37	9999	9999	G0e...
71	UU Sge	19 42 10.30	17 05 14.4	14.67	9999	9999	sdO+G
71	WZ Sge	20 07 36.50	17 42 14.8	15.2	9999	9999	DAepv
71	Black Widow Pulsar	19 59 36.77	20 48 15.1	20.4	9999	9999	9999
72	ε Sgr	18 24 10.35	-34 23 03.5	1.79	-1.44	145	B9.5III
72	σ Sgr	18 55 15.92	-26 17 47.7	2.05	-2.14	224	B2.5V
72	ζ Sgr	19 02 36.72	-29 52 48.4	2.6	0.42	89	A3IV
72	δ Sgr	18 20 59.62	-29 49 40.9	2.72	-2.14	306	K3III
72	λ Sgr	18 27 58.27	-25 25 16.5	2.82	0.95	77	K1IIIb
72	π Sgr	19 09 45.83	-21 01 24.7	2.88	-2.77	440	F2II/III
72	γ2 Sgr	18 05 48.52	-30 25 25.1	2.98	0.63	96	K0III
72	η Sgr	18 17 37.73	-36 45 40.6	3.1	-0.2	149	M2III
72	φ Sgr	18 45 39.35	-26 59 26.8	3.17	-1.08	231	B8.5III
72	τ Sgr	19 06 56.44	-27 40 11.3	3.32	0.48	120	K1/K2III
72	ξ2 Sgr	18 57 43.78	-21 06 23.8	3.52	-1.77	372	G8/K0II/III
72	ο Sgr	19 04 40.93	-21 44 28.9	3.76	0.61	139	K0III
72	μ Sgr	18 13 45.81	-21 03 31.8	3.84	9999	3000	B2III:
72	ρ1 Sgr	19 21 40.38	-17 50 50.1	3.92	1.06	122	F0III/IV
72	β1 Sgr	19 22 38.29	-44 27 32.1	3.96	-1.36	378	B9V
72	α Sgr	19 23 53.15	-40 36 56.3	3.96	0.38	170	B8V
72	ι Sgr	19 55 15.68	-41 52 06.3	4.12	0.3	189	K0III
72	β2 Sgr	19 23 13.06	-44 47 58.7	4.27	1.13	139	F2III
72	θ1 Sgr	19 59 44.17	-35 16 34.5	4.37	-2.02	617	B2.5IV
72	62 Sgr	20 02 39.46	-27 42 35.6	4.43	-1.26	448	M4III
72	υ Sgr	19 21 43.62	-15 57 18.0	4.52	-4.03	1672	B2Vpe+A2IaS
72	X Sgr	17 47 33.63	-27 49 50.7	4.53	-3.06	1076	F7II
72	59 Sgr	19 56 56.82	-27 10 11.5	4.54	-3.3	1207	K3III
72	HD 165634	18 08 04.96	-28 27 25.3	4.55	-0.59	348	K0IIICNpvar
72	52 Sgr	19 36 42.39	-24 53 00.8	4.59	0.77	189	B8/B9V
72	γ1 Sgr	18 05 01.22	-29 34 48.3	4.66	-4.36	2076	G0Ib/II
72	HD 167818	18 18 03.19	-27 02 33.5	4.66	-2	700	K3III
72	ω Sgr	19 55 50.23	-26 17 58.9	4.7	2.82	78	G3/G5III
72	4 Sgr	17 59 47.56	-23 48 57.6	4.74	-0.89	436	B9V
72	HD 189831	20 03 33.41	-37 56 25.8	4.77	-0.7	405	K4III
72	21 Sgr	18 25 21.04	-20 32 29.8	4.81	-1.5	597	A1/A2V
72	60 Sgr	19 58 57.18	-26 11 45.0	4.84	-0.25	340	G8II/III
72	HD 172910	18 44 19.36	-35 38 30.9	4.86	-0.84	451	B2V
72	ν1 Sgr	18 54 10.18	-22 44 41.4	4.86	-3.91	1852	K1II
72	ψ Sgr	19 15 32.40	-25 15 23.8	4.86	-0.16	330	K0/K1III+..
72	56 Sgr	19 46 21.82	-19 45 39.2	4.87	0.88	205	K0III
72	43 Sgr	19 17 38.09	-18 57 10.4	4.88	-1.2	535	K0III
72	11 Sgr	18 11 43.33	-23 42 04.2	4.96	0.59	244	K0III
72	HD 190056	20 04 19.56	-32 03 22.6	4.99	0	324	K1III/IV
72	14 G. Sgr	17 59 05.28	-30 15 10.8	5	-2.29	934	K5/M0III
72	ν2 Sgr	18 55 07.07	-22 40 16.5	5	0.41	270	K1Ib/II
72	61 Sgr	19 57 57.02	-15 29 28.5	5.01	0.25	292	A2V
72	ξ1 Sgr	18 57 20.48	-20 39 22.8	5.02	-5.92	5015	B9.5Ib
72	χ1 Sgr	19 25 16.45	-24 30 30.4	5.02	0.87	221	A4IV/V
72	55 Sgr	19 42 31.09	-16 07 26.3	5.06	1.42	175	F3IV/V
72	76 G. Sgr	18 31 26.30	-18 24 09.5	5.12	1.04	213	B9/B9.5V
72	29 Sgr	18 49 40.11	-20 19 29.1	5.22	-1.59	749	K2III
72	77 G. Sgr	18 33 57.76	-33 00 59.5	5.28	-3.9	2233	B2III/IV
72	15 Sgr	18 15 12.91	-20 43 41.8	5.29	9999	9999	B0/1Ia/ab
72	54 Sgr	19 40 43.34	-16 17 35.3	5.3	0.92	245	K1III
72	θ2 Sgr	19 59 51.28	-34 41 51.5	5.3	1.89	157	A4/A5IV
72	V3961 Sgr	19 51 50.59	-39 52 27.6	5.32	0.24	339	A0p
72	HR 7703	20 11 11.61	-36 05 50.6	5.32	6.41	20	K2V
72	V4050 Sgr	18 22 53.08	-36 40 10.2	5.33	-1.06	619	B7Ib/II
72	7 Sgr	18 02 51.10	-24 16 56.7	5.37	-2.28	1105	F2/F3II/III
72	75 G. Sgr	18 31 04.85	-32 59 20.4	5.37	0.22	350	A5V
72	28 Sgr	18 46 20.59	-22 23 31.9	5.37	-2.6	1278	K5III
72	χ3 Sgr	19 25 29.67	-23 57 44.7	5.45	-0.5	505	K3III
72	193 G. Sgr	19 29 52.17	-26 59 07.8	5.46	1	254	K1/K2III
